order,Ocean,Record identifier,Datetime,Cyclone name,Y,X,Max sustained wind speed (kt),Min pressure (millibars)
35242,Atlantic,AL151979,19/09/1979 18:00,              HENRI,3192715.8803180265,1026132.5430258287,30,1005
35243,Atlantic,AL151979,20/09/1979 00:00,              HENRI,3234039.2149938545,1028122.1687070152,30,1005
35244,Atlantic,AL151979,20/09/1979 06:00,              HENRI,3275356.839851224,1030227.0381156983,30,1005
35245,Atlantic,AL151979,20/09/1979 12:00,              HENRI,3305742.0211125943,1042886.1144950503,30,1006
35246,Atlantic,AL151979,20/09/1979 18:00,              HENRI,3357336.2155445563,1045785.0916801115,30,1006
35247,Atlantic,AL151979,21/09/1979 00:00,              HENRI,3386966.939713752,1069611.4924293957,30,1006
35248,Atlantic,AL151979,21/09/1979 06:00,              HENRI,3415818.5828149905,1104491.690458083,30,1007
35249,Atlantic,AL151979,21/09/1979 12:00,              HENRI,3454780.7675915156,1140085.6486840758,30,1008
35250,Atlantic,AL151979,21/09/1979 18:00,              HENRI,3493551.779054303,1175778.6302659318,30,1009
35251,Atlantic,AL151979,22/09/1979 00:00,              HENRI,3511725.8717031577,1210145.6593978072,25,1010
35252,Atlantic,AL151979,22/09/1979 06:00,              HENRI,3549373.2768737604,1256969.655612971,20,1011
35253,Atlantic,AL151979,22/09/1979 12:00,              HENRI,3567296.3639215278,1291402.3146182555,20,1011
35254,Atlantic,AL151979,22/09/1979 18:00,              HENRI,3613802.6206863155,1350124.05306088,20,1011
35255,Atlantic,AL151979,23/09/1979 00:00,              HENRI,3659912.006066102,1408998.1876673228,20,1011
35256,Atlantic,AL151979,23/09/1979 06:00,              HENRI,3695599.9506932953,1467189.7614134133,20,1011
35257,Atlantic,AL151979,23/09/1979 12:00,              HENRI,3740954.1898308955,1526343.6179842674,20,1011
35258,Atlantic,AL151979,23/09/1979 18:00,              HENRI,3819783.3461896647,1544464.6643063072,20,1011
35259,Atlantic,AL151979,24/09/1979 00:00,              HENRI,3897374.456484259,1573992.0921167699,20,1011
35260,Atlantic,AL151979,24/09/1979 06:00,              HENRI,3962491.3220869983,1624857.5594568008,20,1011
35261,Atlantic,AL151979,24/09/1979 12:00,              HENRI,4017264.632734971,1674971.9263765628,20,1011
35285,Atlantic,AL171979,12/10/1979 12:00,            UNNAMED,4065197.61712299,626322.1060822766,20,-999
35286,Atlantic,AL171979,12/10/1979 18:00,            UNNAMED,4082970.7006534263,661569.2410022477,20,-999
35287,Atlantic,AL171979,13/10/1979 00:00,            UNNAMED,4099487.404710663,707823.8542901437,25,-999
35288,Atlantic,AL171979,13/10/1979 06:00,            UNNAMED,4148642.0130212028,746484.6324837124,25,-999
35289,Atlantic,AL171979,13/10/1979 12:00,            UNNAMED,4189510.338404814,762132.054810452,25,-999
35290,Atlantic,AL171979,13/10/1979 18:00,            UNNAMED,4240808.5996961165,779098.3477026982,30,-999
35291,Atlantic,AL171979,14/10/1979 00:00,            UNNAMED,4302500.6910497695,797490.3640486043,30,-999
35292,Atlantic,AL171979,14/10/1979 06:00,            UNNAMED,4353591.192594942,814837.0006307197,30,-999
35293,Atlantic,AL171979,14/10/1979 12:00,            UNNAMED,4404582.87113129,832355.2643113951,30,-999
35294,Atlantic,AL171979,14/10/1979 18:00,            UNNAMED,4455475.152677553,850044.7106282504,30,-999
35295,Atlantic,AL171979,15/10/1979 00:00,            UNNAMED,4503333.678561869,889803.9421395068,30,-999
35296,Atlantic,AL171979,15/10/1979 06:00,            UNNAMED,4553949.521031981,907821.155208225,30,-999
35297,Atlantic,AL171979,15/10/1979 12:00,            UNNAMED,4582132.337869139,934024.0620186976,30,-999
35298,Atlantic,AL171979,15/10/1979 18:00,            UNNAMED,4610215.290042881,960274.0969801088,30,-999
35299,Atlantic,AL171979,16/10/1979 00:00,            UNNAMED,4645397.625378856,1009909.1968991653,30,-999
35300,Atlantic,AL171979,16/10/1979 06:00,            UNNAMED,4661297.886648662,1045665.5759485901,30,-999
35301,Atlantic,AL171979,16/10/1979 12:00,            UNNAMED,4656515.9366943315,1078406.4365080833,30,-999
35302,Atlantic,AL171979,16/10/1979 18:00,            UNNAMED,4629610.525694974,1119063.8805061555,30,-999
35303,Atlantic,AL171979,17/10/1979 00:00,            UNNAMED,4594140.5468246145,1147380.4931650723,30,-999
35304,Atlantic,AL171979,17/10/1979 06:00,            UNNAMED,4551620.124789582,1152512.9101070447,30,-999
35305,Atlantic,AL171979,17/10/1979 12:00,            UNNAMED,4509144.725094821,1157767.432842506,30,-999
35306,Atlantic,AL171979,17/10/1979 18:00,            UNNAMED,4459389.72291993,1139927.732878463,30,-999
35307,Atlantic,AL171979,18/10/1979 00:00,            UNNAMED,4409534.821896017,1122255.917532716,25,-999
35308,Atlantic,AL171979,18/10/1979 06:00,            UNNAMED,4359580.590164536,1104752.4331960303,25,-999
35309,Atlantic,AL171979,18/10/1979 12:00,            UNNAMED,4323864.570332469,1055857.209563964,25,-999
35310,Atlantic,AL171979,18/10/1979 18:00,            UNNAMED,4286572.354687942,1017983.1054331894,25,-999
35311,Atlantic,AL171979,19/10/1979 00:00,            UNNAMED,4258150.29087628,992371.618657089,25,-999
35312,Atlantic,AL171979,19/10/1979 06:00,            UNNAMED,4199758.262970763,952262.2097168262,25,-999
35313,Atlantic,AL171979,19/10/1979 12:00,            UNNAMED,4129453.062551137,922203.1191983877,25,-999
35314,Atlantic,AL171979,19/10/1979 18:00,            UNNAMED,4082063.7769121,872701.2359071922,25,-999
35315,Atlantic,AL171979,20/10/1979 00:00,            UNNAMED,4051882.316837247,858441.0562078208,20,-999
35316,Atlantic,AL171979,20/10/1979 06:00,            UNNAMED,3980893.1420772676,829062.9212271657,20,-999
35317,Atlantic,AL171979,20/10/1979 12:00,            UNNAMED,3951605.8387047634,804005.601050424,-99,-999
35319,Atlantic,AL181979,23/10/1979 12:00,            UNNAMED,5968003.547517456,2318851.572554795,25,1007
35320,Atlantic,AL181979,23/10/1979 18:00,            UNNAMED,5977800.218233107,2550644.2798360065,25,1004
35321,Atlantic,AL181979,24/10/1979 00:00,            UNNAMED,5966915.569626221,2778431.8104694295,30,1000
35329,Atlantic,AL191979,24/10/1979 12:00,            UNNAMED,5247784.319716808,240096.57013898197,20,-999
35330,Atlantic,AL191979,24/10/1979 18:00,            UNNAMED,5205532.244875878,289614.8940228565,25,-999
35331,Atlantic,AL191979,25/10/1979 00:00,            UNNAMED,5159727.84131947,361195.80150764994,25,-999
35332,Atlantic,AL191979,25/10/1979 06:00,            UNNAMED,5101658.08984784,441919.78450934147,25,-999
35333,Atlantic,AL191979,25/10/1979 12:00,            UNNAMED,5065454.064328155,526216.6728349421,30,-999
35334,Atlantic,AL191979,25/10/1979 18:00,            UNNAMED,5020709.739822695,597687.2720879882,30,-999
35335,Atlantic,AL191979,26/10/1979 00:00,            UNNAMED,4962156.965131727,689329.3833159928,30,-999
35336,Atlantic,AL191979,26/10/1979 06:00,            UNNAMED,4916418.411024672,771746.5734408193,30,-999
35337,Atlantic,AL191979,26/10/1979 12:00,            UNNAMED,4818783.81977595,845988.3859067238,30,-999
35338,Atlantic,AL191979,26/10/1979 18:00,            UNNAMED,4768135.904068604,827060.2951640305,25,-999
35339,Atlantic,AL191979,27/10/1979 00:00,            UNNAMED,4720612.863417609,786410.6715990017,25,-999
35340,Atlantic,AL191979,27/10/1979 06:00,            UNNAMED,4662308.8186070025,744382.5123561901,25,-999
35341,Atlantic,AL191979,27/10/1979 12:00,            UNNAMED,4626346.403077461,694539.4839570994,25,-999
35342,Atlantic,AL191979,27/10/1979 18:00,            UNNAMED,4620381.590429235,660132.5841929107,25,-999
35343,Atlantic,AL191979,28/10/1979 00:00,            UNNAMED,4593149.037815524,622773.5289592076,25,-999
35344,Atlantic,AL191979,28/10/1979 06:00,            UNNAMED,4576410.491697043,586885.8796530471,25,-999
35345,Atlantic,AL191979,28/10/1979 12:00,            UNNAMED,4547440.852781786,560568.9366068363,25,-999
35346,Atlantic,AL191979,28/10/1979 18:00,            UNNAMED,4542653.924753878,515097.6994551916,25,-999
35347,Atlantic,AL191979,29/10/1979 00:00,            UNNAMED,4527089.929255794,468167.6959419942,20,-999
35348,Atlantic,AL191979,29/10/1979 06:00,            UNNAMED,4487047.238372507,440501.67422844376,20,-999
35349,Atlantic,AL191979,29/10/1979 12:00,            UNNAMED,4471203.0847799275,393559.97056592605,-99,-999
35351,Atlantic,AL201979,07/11/1979 12:00,            UNNAMED,7048882.827363182,2118694.1838548793,20,-999
35352,Atlantic,AL201979,07/11/1979 18:00,            UNNAMED,7110193.464607176,2220576.638777727,25,-999
35363,Atlantic,AL011980,17/07/1980 00:00,            UNNAMED,4940007.859110028,2265143.071997248,20,-999
35364,Atlantic,AL011980,17/07/1980 06:00,            UNNAMED,4879437.706364337,2220578.6327149556,25,-999
35365,Atlantic,AL011980,17/07/1980 12:00,            UNNAMED,4807108.714761459,2185631.2999613024,25,-999
35366,Atlantic,AL011980,17/07/1980 18:00,            UNNAMED,4684964.65121034,2154324.2060034503,25,-999
35367,Atlantic,AL011980,18/07/1980 00:00,            UNNAMED,4600697.82303358,2129918.0208868263,25,-999
35368,Atlantic,AL011980,18/07/1980 06:00,            UNNAMED,4519430.131631006,2084094.812313285,25,-999
35369,Atlantic,AL011980,18/07/1980 12:00,            UNNAMED,4433046.276875968,2071693.2929998273,20,-999
35370,Atlantic,AL011980,18/07/1980 18:00,            UNNAMED,4338439.092740109,2047563.7232953012,20,-999
35371,Atlantic,AL011980,19/07/1980 00:00,            UNNAMED,4242201.9575313395,2035080.5724434485,20,-999
35372,Atlantic,AL011980,19/07/1980 06:00,            UNNAMED,4173451.603434908,2037744.530711831,20,-999
35373,Atlantic,AL011980,19/07/1980 12:00,            UNNAMED,4066266.0534442323,2036330.5543189477,25,-999
35374,Atlantic,AL011980,19/07/1980 18:00,            UNNAMED,4007285.9249236477,2040921.1326537943,25,-999
35375,Atlantic,AL011980,20/07/1980 00:00,            UNNAMED,3948371.400061724,2045765.6366254485,25,-999
35376,Atlantic,AL011980,20/07/1980 06:00,            UNNAMED,3870288.1880739927,2048939.3419411734,25,-999
35377,Atlantic,AL011980,20/07/1980 12:00,            UNNAMED,3801900.7866504723,2053461.2537967097,25,-999
35378,Atlantic,AL011980,20/07/1980 18:00,            UNNAMED,3730621.378543392,2091498.0268968577,20,-999
35379,Atlantic,AL011980,21/07/1980 00:00,            UNNAMED,3650178.76901181,2129136.428789855,-99,-999
35381,Atlantic,AL021980,17/07/1980 12:00,            UNNAMED,3703781.725243074,1489989.5047060319,20,-999
35382,Atlantic,AL021980,17/07/1980 18:00,            UNNAMED,3661963.849675122,1508658.161565066,25,-999
35383,Atlantic,AL021980,18/07/1980 00:00,            UNNAMED,3610277.0209672395,1526673.4418705052,25,-999
35384,Atlantic,AL021980,18/07/1980 06:00,            UNNAMED,3577838.8672227086,1557362.0985513432,30,-999
35385,Atlantic,AL021980,18/07/1980 12:00,            UNNAMED,3515712.134446386,1585975.7223240687,30,-999
35386,Atlantic,AL021980,18/07/1980 18:00,            UNNAMED,3484364.940120846,1605888.8575595515,30,-999
35387,Atlantic,AL021980,19/07/1980 00:00,            UNNAMED,3423363.117693892,1623912.2783951366,30,-999
35388,Atlantic,AL021980,19/07/1980 06:00,            UNNAMED,3390848.8541698884,1666065.3714301954,30,-999
35389,Atlantic,AL021980,19/07/1980 12:00,            UNNAMED,3340109.220764956,1685084.603521971,30,-999
35390,Atlantic,AL021980,19/07/1980 18:00,            UNNAMED,3288281.280704412,1726344.4777994382,30,-999
35391,Atlantic,AL021980,20/07/1980 00:00,            UNNAMED,3236750.038243127,1767816.586558216,30,-999
35392,Atlantic,AL021980,20/07/1980 06:00,            UNNAMED,3196395.751991064,1787896.4105665546,30,-999
35393,Atlantic,AL021980,20/07/1980 12:00,            UNNAMED,3164372.262690183,1841705.808177677,30,-999
35394,Atlantic,AL021980,20/07/1980 18:00,            UNNAMED,3113123.7160253376,1894765.3326490652,25,-999
35395,Atlantic,AL021980,21/07/1980 00:00,            UNNAMED,3110691.1579299113,1950106.910960522,25,-999
35396,Atlantic,AL021980,21/07/1980 06:00,            UNNAMED,3127552.860700478,2006365.6586419386,25,-999
35397,Atlantic,AL021980,21/07/1980 12:00,            UNNAMED,3173080.9079856486,2064082.147201456,-99,-999
35399,Atlantic,AL031980,22/07/1980 00:00,            UNNAMED,5382665.702435926,1528665.558954091,20,-999
35400,Atlantic,AL031980,22/07/1980 06:00,            UNNAMED,5265991.9392754175,1595419.1745007103,25,-999
35401,Atlantic,AL031980,22/07/1980 12:00,            UNNAMED,5154176.644296709,1697463.1904585122,25,-999
35402,Atlantic,AL031980,22/07/1980 18:00,            UNNAMED,5053528.413089866,1802201.681339376,30,-999
35403,Atlantic,AL031980,23/07/1980 00:00,            UNNAMED,4979331.779102344,1878563.762144681,30,-999
35404,Atlantic,AL031980,23/07/1980 06:00,            UNNAMED,4898256.710182041,1998954.9567594111,30,-999
35405,Atlantic,AL031980,23/07/1980 12:00,            UNNAMED,4839186.935604145,2112349.183162643,30,-999
35406,Atlantic,AL031980,23/07/1980 18:00,            UNNAMED,4820690.971410492,2278062.7311900705,30,-999
35407,Atlantic,AL031980,24/07/1980 00:00,            UNNAMED,4830063.565294098,2392618.660120075,30,-999
35408,Atlantic,AL031980,24/07/1980 06:00,            UNNAMED,4862895.631309068,2534397.5067198058,30,-999
35409,Atlantic,AL031980,24/07/1980 12:00,            UNNAMED,4935283.449304449,2661365.6872808966,30,-999
35429,Atlantic,AL041980,03/08/1980 12:00,              ALLEN,7508351.79231181,906963.2682053545,80,975
35430,Atlantic,AL041980,03/08/1980 18:00,              ALLEN,7306623.59596898,852582.6174536962,95,965
35431,Atlantic,AL041980,04/08/1980 00:00,              ALLEN,7125906.393527044,842637.2443383122,110,950
35432,Atlantic,AL041980,04/08/1980 06:00,              ALLEN,6917325.96360984,814824.813671109,115,948
35433,Atlantic,AL041980,04/08/1980 12:00,              ALLEN,6695336.432695456,797687.0531986158,125,945
35434,Atlantic,AL041980,04/08/1980 18:00,              ALLEN,6484242.275161192,786536.7289170079,130,930
35435,Atlantic,AL041980,05/08/1980 00:00,              ALLEN,6284105.731861428,780920.7578723175,140,911
35436,Atlantic,AL041980,05/08/1980 06:00,              ALLEN,6068831.160636496,797044.4152765018,145,916
35437,Atlantic,AL041980,05/08/1980 12:00,              ALLEN,5857089.357228729,805292.3204582072,155,932
35438,Atlantic,AL041980,05/08/1980 18:00,              ALLEN,5654403.870265853,829490.5562783466,150,940
35439,Atlantic,AL041980,06/08/1980 00:00,              ALLEN,5469078.909093013,938515.1823846482,140,945
35440,Atlantic,AL041980,06/08/1980 06:00,              ALLEN,5240517.430415617,951015.6451911306,115,955
35441,Atlantic,AL041980,06/08/1980 12:00,              ALLEN,5005610.024264291,1010517.5550726105,115,955
35442,Atlantic,AL041980,06/08/1980 18:00,              ALLEN,4774730.11619035,1062677.3954485282,125,955
35443,Atlantic,AL041980,07/08/1980 00:00,              ALLEN,4587506.284972044,1046215.3066717178,135,945
35444,Atlantic,AL041980,07/08/1980 06:00,              ALLEN,4407732.901927756,1055324.8647715708,145,935
35445,Atlantic,AL041980,07/08/1980 12:00,              ALLEN,4276019.72892768,1105552.2882618613,155,910
35446,Atlantic,AL041980,07/08/1980 18:00,              ALLEN,4101924.1980222682,1174292.4882095952,165,899
35447,Atlantic,AL041980,08/08/1980 00:00,              ALLEN,3944090.7920790585,1202194.830403217,155,920
35448,Atlantic,AL041980,08/08/1980 06:00,              ALLEN,3805428.655195674,1255535.2111338687,130,945
35449,Atlantic,AL041980,08/08/1980 12:00,              ALLEN,3667852.9435925786,1310176.9924801672,115,960
35450,Atlantic,AL041980,08/08/1980 18:00,              ALLEN,3532158.0290086544,1355124.2933764223,130,940
35451,Atlantic,AL041980,09/08/1980 00:00,              ALLEN,3406752.5654703956,1412964.4613664052,145,912
35452,Atlantic,AL041980,09/08/1980 06:00,              ALLEN,3282985.713478421,1460896.4692692077,155,909
35453,Atlantic,AL041980,09/08/1980 12:00,              ALLEN,3161605.158044354,1476867.6241130084,140,916
35454,Atlantic,AL041980,09/08/1980 18:00,              ALLEN,3090570.2173299734,1495836.031092526,125,925
35455,Atlantic,AL041980,10/08/1980 00:00,              ALLEN,3018936.75425371,1537195.2182109945,110,935
35456,Atlantic,AL041980,10/08/1980 06:00,              ALLEN,2977927.005005673,1568869.2401408835,100,945
35457,Atlantic,AL041980,10/08/1980 12:00,              ALLEN,2886540.4658795386,1632323.5254317482,85,960
35458,Atlantic,AL041980,10/08/1980 18:00,              ALLEN,2795968.279863021,1696404.0837138076,70,970
35459,Atlantic,AL041980,11/08/1980 00:00,              ALLEN,2716372.909018464,1739156.8640391964,60,990
35460,Atlantic,AL041980,11/08/1980 06:00,              ALLEN,2607935.3235810064,1771069.2391259233,45,1000
35461,Atlantic,AL041980,11/08/1980 12:00,              ALLEN,2509773.8411038476,1825956.2092763064,30,1005
35462,Atlantic,AL041980,11/08/1980 18:00,              ALLEN,2412313.8137092697,1870499.1956251275,30,1008
35509,Atlantic,AL071980,21/08/1980 00:00,            CHARLEY,5375021.918927811,2750237.2767085102,30,1006
35510,Atlantic,AL071980,21/08/1980 06:00,            CHARLEY,5526915.506450334,2715477.0101646194,30,1005
35511,Atlantic,AL071980,21/08/1980 12:00,            CHARLEY,5648254.385662948,2813235.9711456513,35,1003
35544,Atlantic,AL081980,28/08/1980 12:00,            UNNAMED,7197388.502354312,1703646.0399524386,25,-999
35545,Atlantic,AL081980,28/08/1980 18:00,            UNNAMED,6949831.309144185,1797110.0841524706,25,-999
35546,Atlantic,AL081980,29/08/1980 00:00,            UNNAMED,6737625.685783558,1789158.8571405436,20,-999
